"支付流水号","支付方式","支付金额","交易手续费","平台业务单号","状态","支付时间","审核时间","审核状态","订单流水号","订单支付金额","配送仓库","品牌","货号","颜色"
"=""M170225132450000042200197""","中国民生银行","260.00","0.78","2442557091","支付成功","2017-02-25 13:25:38","2017-02-25 13:25:38","已审核","767402253127","260.00","260.00","E-TOP(PUR)","Locaste","7-20SRM3415","7-20SRM3415003"
"=""M170225113651000044255330""","兴业银行","290.00","0.87","2442472211","支付成功","2017-02-25 11:50:50","2017-02-25 11:50:50","已审核","755102251426","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
"=""M170225113201000044482968""","兴业银行","290.00","0.00"," ","待支付","","","未审核","755102251426","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
"=""M170224134431000075109663""","兴业银行","280.00","0.84","2441971607","支付成功","2017-02-24 13:45:10","2017-02-24 13:45:10","已审核","737602242222","280.00","280.00","E-TOP(PUR)","Locaste","7-29SPM0054","7-29SPM0054NN1"
"=""M170224133325000075737460""","兴业银行","290.00","0.87","2441965046","支付成功","2017-02-24 13:33:54","2017-02-24 13:33:54","已审核","755902242607","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013007"
"=""M170224110359000074430968""","广东发展银行","560.00","1.68","2441819831","支付成功","2017-02-24 11:07:51","2017-02-24 11:07:51","已审核","759702246991","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035003"
"=""M170224110359000074430968""","广东发展银行","560.00","1.68","2441819831","支付成功","2017-02-24 11:07:51","2017-02-24 11:07:51","已审核","752402249298","280.00","280.00","E-TOP(PUR)","Locaste","7-27SPW0150","7-27SPW015012C"
"=""M170223134855000073320755""","中国工商银行","290.00","0.87","2441227933","支付成功","2017-02-23 13:49:54","2017-02-23 13:49:54","已审核","760302239769","290.00","290.00","E-TOP(PUR)","Locaste","7-25SRM2230","7-25SRM2230125"
"=""M170223134758000072233906""","中国工商银行","290.00","0.87","2441227204","支付成功","2017-02-23 13:48:40","2017-02-23 13:48:41","已审核","724802238379","290.00","290.00","E-TOP(PUR)","Locaste","7-28SPW1053","7-28SPW105321G"
"=""M170223125659000080658561""","中国工商银行","290.00","0.87","2441195014","支付成功","2017-02-23 13:01:37","2017-02-23 13:01:37","已审核","715402235702","290.00","290.00","E-TOP(PUR)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170223124820000075935508""","兴业银行","260.00","0.78","2441188487","支付成功","2017-02-23 12:48:53","2017-02-23 12:48:53","已审核","705402234136","260.00","260.00","E-TOP(PUR)","Locaste","7-27SPM3044","7-27SPM3044LB2"
"=""M170223124441000080330543""","中国工商银行","290.00","0.00"," ","待支付","","","未审核","715402235702","290.00","290.00","E-TOP(PUR)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170223124222000080519961""","中国工商银行","290.00","0.00"," ","待支付","","","未审核","715402235702","290.00","290.00","E-TOP(PUR)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170223123559000080832268""","中国工商银行","290.00","0.00"," ","待支付","","","未审核","715402235702","290.00","290.00","E-TOP(PUR)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170223112202000074204484""","广东发展银行","840.00","2.52","2441096654","支付成功","2017-02-23 11:23:27","2017-02-23 11:23:27","已审核","784502236639","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170223112202000074204484""","广东发展银行","840.00","2.52","2441096654","支付成功","2017-02-23 11:23:27","2017-02-23 11:23:27","已审核","759902234981","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170223112202000074204484""","广东发展银行","840.00","2.52","2441096654","支付成功","2017-02-23 11:23:27","2017-02-23 11:23:27","已审核","714002236174","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170223101015000076155721""","兴业银行","270.00","0.81","2441009679","支付成功","2017-02-23 10:12:02","2017-02-23 10:12:02","已审核","787402232076","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW105421G"
"=""M170222205551000073872917""","中国工商银行","250.00","0.75","2440737451","支付成功","2017-02-22 20:56:36","2017-02-22 20:56:37","已审核","781502222742","250.00","250.00","E-TOP(XH)","Locaste","7-27SPM1077","7-27SPM107702H"
"=""M170222175342000044895885""","兴业银行","280.00","0.84","2440676812","支付成功","2017-02-22 18:07:36","2017-02-22 18:07:36","已审核","742902226182","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170222155209000073633834""","中国光大银行","290.00","0.87","2440599020","支付成功","2017-02-22 15:52:52","2017-02-22 15:52:52","已审核","750302223913","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM2230","7-25SRM2230024"
"=""M170222155021000073047247""","中国光大银行","290.00","0.87","2440597607","支付成功","2017-02-22 15:51:43","2017-02-22 15:51:43","已审核","770102225332","290.00","290.00","E-TOP(XH)","Locaste","7-28SPW1053","7-28SPW105321G"
"=""M170222154917000073526472""","中国光大银行","290.00","0.00"," ","待支付","","","未审核","770102225332","290.00","290.00","E-TOP(XH)","Locaste","7-28SPW1053","7-28SPW105321G"
"=""M170222143329000072123276""","中国工商银行","280.00","0.84","2440529108","支付成功","2017-02-22 14:34:10","2017-02-22 14:34:10","已审核","757902225002","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170222130941000073973187""","中国工商银行","250.00","0.75","2440469600","支付成功","2017-02-22 13:10:23","2017-02-22 13:10:23","已审核","744802227325","250.00","250.00","E-TOP(XH)","Locaste","7-27SPM1077","7-27SPM1077DB4"
"=""M170222125008000076438956""","兴业银行","270.00","0.81","2440458660","支付成功","2017-02-22 12:54:36","2017-02-22 12:54:36","已审核","787102225877","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1027","7-29SPW1027RR1"
"=""M170222102932000076154180""","兴业银行","280.00","0.84","2440282127","支付成功","2017-02-22 10:30:50","2017-02-22 10:30:51","已审核","700602221475","280.00","280.00","E-TOP(PUR)","Locaste","7-31SPW0035","7-31SPW0035001"
"=""M170221210707000075575355""","兴业银行","250.00","0.75","2440009858","支付成功","2017-02-21 21:07:41","2017-02-21 21:07:42","已审核","797402210963","250.00","250.00","E-TOP(PUR)","Locaste","7-27SPM1035","7-27SPM1035286"
"=""M170221184929000073400134""","中国工商银行","250.00","0.75","2439958113","支付成功","2017-02-21 18:50:09","2017-02-21 18:50:09","已审核","799002218247","250.00","250.00","E-TOP(XH)","Locaste","7-27SPM1077","7-27SPM107702H"
